# Rectangles for the clipping test
# Generated by visiting various sites
# Format: (pos_rect, uv_rect, clip_rect), each rect is 4 points (x,y,w,h)
# Buzzfeed
0 0 1020 600 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
0 0 800 39.983334 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
0 0 990 39.983334 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
0 0 1041.7333 8955.8 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
0 0 800 8925.8 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
495 4386.45 285 100.35 0 0 1 1 -1000 -1000 10000 10000 
0 0 990 141.98334 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
0 91.98333 1020 50 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
0 151.98334 1000 76 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
0 272.98334 125 83 0 0 0.12207031 0.08105469 -1000 -1000 10000 10000 
495 865.55 285 285 0 0 0.0009765625 0.0009765625 -1000 -1000 10000 10000 
0 0 50 50 0 0 0.048828125 0.048828125 -1000 -1000 10000 10000 
0 0 52 13 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
495 450.76666 285 285 0 0 0.0009765625 0.0009765625 -1000 -1000 10000 10000 
0 0 225 90 0 0 0.0009765625 0.0009765625 -1000 -1000 10000 10000 
589 22 50 50 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
833 22 50 50 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
0 0 225 90 0 0 0.0009765625 0.0009765625 -1000 -1000 10000 10000 
772 22 50 50 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
0 0 225 90 0 0 0.0009765625 0.0009765625 -1000 -1000 10000 10000 
0 0 28 24.983334 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
16 -115.9 629.6667 99.9 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
506.33334 -138.85 139.33333 22.95 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
0 0 50 50 0.0625 0 0.048828125 0.048828125 -1000 -1000 10000 10000 
0 567.68335 125 83 0.125 0 0.12207031 0.08105469 -1000 -1000 10000 10000 
0 714.45 1 1 0 0 0.0009765625 0.0009765625 -1000 -1000 10000 10000 
0 0 225 90 0 0 0.0009765625 0.0009765625 -1000 -1000 10000 10000 
0 0 28 24.983334 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
0 0 225 90 0 0 0.0009765625 0.0009765625 -1000 -1000 10000 10000 
0 0 28 24.983334 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
0 0 28 24.983334 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
0 831.2 1 1 0 0 0.0009765625 0.0009765625 -1000 -1000 10000 10000 
894 22 50 50 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
650 22 50 50 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
0 0 225 90 0 0 0.0009765625 0.0009765625 -1000 -1000 10000 10000 
0 0 28 24.983334 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
955 22 50 50 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
711 22 50 50 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
0 0 26 26 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
0 0 1 13.95 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
0 0 28 24.983334 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
0 0 225 90 0 0 0.0009765625 0.0009765625 -1000 -1000 10000 10000 
0 0 28 24.983334 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
0 473.7 456 63.983334 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
0 0 50 50 0 0 0.048828125 0.048828125 -1000 -1000 10000 10000 
495 865.55 285 285 0 0 0.0009765625 0.0009765625 -1000 -1000 10000 10000 
0 0 225 90 0 0 0.0009765625 0.0009765625 -1000 -1000 10000 10000 
0 0 28 24.983334 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
495 450.76666 285 285 0 0 0.0009765625 0.0009765625 -1000 -1000 10000 10000 
0 0 225 90 0 0 0.0009765625 0.0009765625 -1000 -1000 10000 10000 
0 0 990 141.98334 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
0 91.98333 1020 50 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
0 151.98334 1000 76 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
16 -115.9 629.6667 99.9 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
506.33334 -138.85 139.33333 22.95 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
0 272.98334 125 83 0 0 0.12207031 0.08105469 -1000 -1000 10000 10000 
0 473.7 456 63.983334 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
0 0 1 1 0.03125 0 0.0009765625 0.0009765625 -1000 -1000 10000 10000 
0 0 52 13 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
772 22 50 50 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
589 22 50 50 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
650 22 50 50 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
711 22 50 50 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
833 22 50 50 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
894 22 50 50 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
955 22 50 50 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
0 0 225 90 0 0 0.0009765625 0.0009765625 -1000 -1000 10000 10000 
0 0 28 24.983334 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
0 567.68335 125 83 0.125 0 0.12207031 0.08105469 -1000 -1000 10000 10000 
0 0 26 26 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
0 0 1 13.95 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
0 0 50 50 0.0625 0 0.048828125 0.048828125 -1000 -1000 10000 10000 
0 714.45 1 1 0 0 0.0009765625 0.0009765625 -1000 -1000 10000 10000 
0 0 225 90 0 0 0.0009765625 0.0009765625 -1000 -1000 10000 10000 
0 0 28 24.983334 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
0 0 225 90 0 0 0.0009765625 0.0009765625 -1000 -1000 10000 10000 
0 0 28 24.983334 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
0 831.2 1 1 0 0 0.0009765625 0.0009765625 -1000 -1000 10000 10000 
0 0 28 24.983334 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
0 0 225 90 0 0 0.0009765625 0.0009765625 -1000 -1000 10000 10000 
0 0 28 24.983334 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
0 0 225 90 0 0 0.0009765625 0.0009765625 -1000 -1000 10000 10000 
0 0 28 24.983334 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
0 0 1041.7333 8955.8 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
0 0 800 8925.8 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
495 4386.45 285 100.35 0 0 1 1 -1000 -1000 10000 10000 
0 0 225 90 0 0 0.0009765625 0.0009765625 -1000 -1000 10000 10000 
0 0 28 24.983334 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
0 0 225 90 0 0 0.0009765625 0.0009765625 -1000 -1000 10000 10000 
0 0 28 24.983334 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
0 953.9667 1 1 0 0 0.0009765625 0.0009765625 -1000 -1000 10000 10000 
0 1076.7333 1 1 0 0 0.0009765625 0.0009765625 -1000 -1000 10000 10000 
795 1326.2333 205 50.616665 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
0 0 225 90 0 0 0.0009765625 0.0009765625 -1000 -1000 10000 10000 
0 0 28 24.983334 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
0 0 225 90 0 0 0.0009765625 0.0009765625 -1000 -1000 10000 10000 
0 1199.5 1 1 0 0 0.0009765625 0.0009765625 -1000 -1000 10000 10000 
0 1322.2667 1 1 0 0 0.0009765625 0.0009765625 -1000 -1000 10000 10000 
0 0 50 50 0.125 0 0.048828125 0.048828125 -1000 -1000 10000 10000 
495 1304.3334 285 100.35 0 0 1 1 -1000 -1000 10000 10000 
495 1534.4667 285 100.35 0 0 1 1 -1000 -1000 10000 10000 
0 0 225 90 0 0 0.0009765625 0.0009765625 -1000 -1000 10000 10000 
0 0 18 18 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
0 0 18 18 0.0625 0 0.017578125 0.017578125 -1000 -1000 10000 10000 
0 0 225 90 0 0 0.0009765625 0.0009765625 -1000 -1000 10000 10000 
0 1445.0333 1 1 0 0 0.0009765625 0.0009765625 -1000 -1000 10000 10000 
0 1567.8 1 1 0 0 0.0009765625 0.0009765625 -1000 -1000 10000 10000 
0 1666.5667 1 1 0 0 0.0009765625 0.0009765625 -1000 -1000 10000 10000 
0 0 50 50 0.0625 0 0.048828125 0.048828125 -1000 -1000 10000 10000 
0 0 1041.7333 10987.467 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
0 0 800 10957.467 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
495 1191.2667 285 285 0 0 0.0009765625 0.0009765625 -1000 -1000 10000 10000 
0 0 225 90 0 0 0.0009765625 0.0009765625 -1000 -1000 10000 10000 
0 0 225 90 0 0 0.0009765625 0.0009765625 -1000 -1000 10000 10000 
0 0 990 141.98334 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
0 91.98333 1020 50 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
0 151.98334 1000 76 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
495 498.35 285 100.35 0 0 1 1 -1000 -1000 10000 10000 
0 0 661.6667 225.36667 0 0 1 1 -1000 -1000 10000 10000 
16 109.46667 629.6667 99.9 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
506.33334 86.51667 139.33333 22.95 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
495 776.48334 285 285 0 0 0.0009765625 0.0009765625 -1000 -1000 10000 10000 
0 498.35 125 83 0 0 0.12207031 0.08105469 -1000 -1000 10000 10000 
0 0 225 90 0 0 0.0009765625 0.0009765625 -1000 -1000 10000 10000 
0 699.06665 456 63.983334 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
0 793.05 125 83 0.125 0 0.12207031 0.08105469 -1000 -1000 10000 10000 
0 1056.5667 1 1 0 0 0.0009765625 0.0009765625 -1000 -1000 10000 10000 
0 939.81665 1 1 0 0 0.0009765625 0.0009765625 -1000 -1000 10000 10000 
0 0 225 90 0 0 0.0009765625 0.0009765625 -1000 -1000 10000 10000 
0 0 28 24.983334 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
0 0 225 90 0 0 0.0009765625 0.0009765625 -1000 -1000 10000 10000 
0 0 28 24.983334 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
0 0 28 24.983334 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
0 0 225 90 0 0 0.0009765625 0.0009765625 -1000 -1000 10000 10000 
0 0 28 24.983334 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
0 0 225 90 0 0 0.0009765625 0.0009765625 -1000 -1000 10000 10000 
0 0 28 24.983334 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
0 1179.3334 1 1 0 0 0.0009765625 0.0009765625 -1000 -1000 10000 10000 
0 0 225 90 0 0 0.0009765625 0.0009765625 -1000 -1000 10000 10000 
0 0 28 24.983334 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
0 0 225 90 0 0 0.0009765625 0.0009765625 -1000 -1000 10000 10000 
0 0 28 24.983334 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
0 0 28 24.983334 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
0 0 28 24.983334 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
0 1302.1 1 1 0 0 0.0009765625 0.0009765625 -1000 -1000 10000 10000 
0 0 50 50 0.0625 0 0.048828125 0.048828125 -1000 -1000 10000 10000 
0 0 1041.7333 10987.467 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
0 0 800 10957.467 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
0 0 990 141.98334 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
0 91.98333 1020 50 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
0 151.98334 1000 76 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
0 0 225 90 0 0 0.0009765625 0.0009765625 -1000 -1000 10000 10000 
495 1191.2667 285 285 0 0 0.0009765625 0.0009765625 -1000 -1000 10000 10000 
0 0 225 90 0 0 0.0009765625 0.0009765625 -1000 -1000 10000 10000 
0 498.35 125 83 0 0 0.12207031 0.08105469 -1000 -1000 10000 10000 
495 498.35 285 100.35 0 0 1 1 -1000 -1000 10000 10000 
0 0 661.6667 225.36667 0 0 1 1 -1000 -1000 10000 10000 
0 0 225 90 0 0 0.0009765625 0.0009765625 -1000 -1000 10000 10000 
0 699.06665 456 63.983334 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
16 109.46667 629.6667 99.9 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
506.33334 86.51667 139.33333 22.95 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
495 776.48334 285 285 0 0 0.0009765625 0.0009765625 -1000 -1000 10000 10000 
0 793.05 125 83 0.125 0 0.12207031 0.08105469 -1000 -1000 10000 10000 
0 939.81665 1 1 0 0 0.0009765625 0.0009765625 -1000 -1000 10000 10000 
0 0 225 90 0 0 0.0009765625 0.0009765625 -1000 -1000 10000 10000 
0 0 28 24.983334 0 0 0.001953125 0.001953125 -1000 -1000 10000 10000 
